id,word,stress,num_syllables,lemma
51829,служебным,2,3,служебный
51830,сопоставим,3,4,сопоставлять
51831,генсека,2,3,генсек
51832,измельченных,3,4,измельчить
51833,прикольное,2,4,прикольный
51834,ноутбук,3,3,ноутбук
51835,попрощался,3,4,попрощаться
51836,волшебником,2,4,волшебник
51837,прилетела,3,4,прилетать
51838,самолюбию,3,5,самолюбие
51839,поверье,2,3,поверье
51840,выезжая,3,4,выезжать
51841,тульской,1,2,тульский
51842,черепицу,3,4,черепица
51843,клапанами,1,4,клапан
51844,извиниться,3,4,извиняться
51845,планировки,3,4,планировка
51846,бешеных,1,3,бешеный
51847,титульный,1,3,титульный
51848,огородника,3,5,огородник
51849,варил,2,2,варить
51850,аргентинец,3,4,аргентинец
51851,отговорки,3,4,отговорка
51852,аграриев,2,4,аграрий
51853,заработаю,3,5,зарабатывать
51854,родоначальником,4,6,родоначальник
51855,апгрейд,2,2,апгрейд
51856,стычек,1,2,стычка
51857,юбилейной,3,4,юбилейный
51858,стимуляции,3,5,стимуляция
51859,золотистые,3,5,золотистый
51860,отменная,2,4,отменный
51861,сухум,2,2,сухум
51862,душком,2,2,душок
51863,интенсивным,3,4,интенсивный
51864,сопутствующих,2,5,сопутствовать
51865,клубам,2,2,клуб
51866,ближайшему,2,4,близкий
51867,замечательные,3,6,замечательный
51868,пайку,1,2,пайка
51869,близится,1,3,близиться
51870,азаров,2,3,азаров
51871,уделяя,3,4,уделять
51872,располагают,4,5,располагать
51873,оживет,3,3,оживать
51874,полумрак,3,3,полумрак
51875,большею,1,3,больший
51876,взятие,1,3,взятие
51877,статский,1,2,статский
51878,минусовка,3,4,минусовка
51879,знаменует,3,4,знаменовать
51880,выдвинули,1,4,выдвигать
51881,сторонку,2,3,сторонка
51882,совпадающие,3,6,совпадать
51883,поражать,3,3,поражать
51884,формулировку,4,5,формулировка
51885,оказывалась,2,5,оказываться
51886,вытаскивали,2,5,вытаскивать
51887,взлеты,1,2,взлет
51888,аргументы,3,4,аргумент
51889,двойного,2,3,двойной
51890,принёс,2,2,приносить
51891,наложила,3,4,налагать
51892,подольше,2,3,долго
51893,обошёл,3,3,обходить
51894,гадко,1,2,гадко
51895,трепетало,3,4,трепетать
51896,отзывами,2,4,отзыв
51897,бензиновая,2,5,бензиновый
51898,неуловимый,4,5,неуловимый
51899,листочков,2,3,листочек
51900,предоставляю,4,5,предоставлять
51901,бойню,1,2,бойня
51902,агентах,2,3,агент
51903,дурман,2,2,дурман
51904,подоспели,3,4,подоспевать
51905,гришка,1,2,гришка
51906,рейдов,1,2,рейд
51907,испытательного,3,6,испытательный
51908,отвлекла,3,3,отвлекать
51909,обмолвился,2,4,обмолвиться
51910,богатом,2,3,богатый
51911,прописи,1,3,пропись
51912,асу,1,2,асу
51913,санкционных,3,4,санкционный
51914,белорусское,3,5,белорусский
51915,набережную,1,5,набережная
51916,сибирский,2,3,сибирский
51917,дровосек,3,3,дровосек
51918,подвижных,3,3,подвижный
51919,психоаналитик,5,6,психоаналитик
51920,горошка,2,3,горошек
51921,фаллос,1,2,фаллос
51922,батареей,3,4,батарея
51923,христина,2,3,христина
51924,ужасе,1,3,ужас
51925,инструментарий,4,5,инструментарий
51926,конструкцию,2,4,конструкция
51927,угодил,3,3,угождать
51928,поколениях,3,5,поколение
51929,альта,2,2,альт
51930,слитки,1,2,слиток
51931,жесткости,1,3,жесткость
51932,тигра,1,2,тигр
51933,стаканов,2,3,стакан
51934,черский,1,2,черский
51935,черкасское,2,4,черкасский
51936,грузчиком,1,3,грузчик
51937,помола,2,3,помол
51938,райкин,1,2,райкин
51939,нахмурил,2,3,нахмуривать
51940,сообщениях,3,5,сообщение
51941,провожает,3,4,провожать
51942,мобильную,2,4,мобильный
51943,высадку,1,3,высадка
51944,длиться,1,2,длиться
51945,горести,1,3,горесть
51946,соединенными,4,6,соединять
51947,отвечаешь,3,4,отвечать
51948,основателей,3,5,основатель
51949,просвещение,3,5,просвещение
51950,членстве,1,2,членство
51951,испуга,2,3,испуг
51952,имперского,2,4,имперский
51953,зелья,1,2,зелье
51954,черкизово,2,4,черкизово
51955,гигантское,2,4,гигантский
51956,ключевую,3,4,ключевой
51957,грибков,2,2,грибок
51958,звенящий,2,3,звенящий
51959,оконное,2,4,оконный
51960,завернула,3,4,завертывать
51961,анкерная,1,4,анкерный
51962,шестигранник,3,4,шестигранник
51963,кисточка,1,3,кисточка
51964,подсказало,3,4,подсказывать
51965,вентиляторов,3,5,вентилятор
51966,слюны,2,2,слюна
51967,каска,1,2,каска
51968,умных,1,2,умный
51969,трюме,1,2,трюм
51970,пыл,1,1,пыл
51971,пожаром,2,3,пожар
51972,новейшим,2,3,новый
51973,пустынь,2,2,пустыня
51974,коммуникация,4,6,коммуникация
51975,сталкеры,1,3,сталкер
51976,взмыли,1,2,взмыть
51977,михнево,1,3,михнево
51978,кромка,1,2,кромка
51979,пушкой,1,2,пушка
51980,задавайте,3,4,задавать
51981,зыково,1,3,зыково
51982,берем,2,2,брать
51983,болотную,2,4,болотный
51984,берез,2,2,береза
51985,степанов,2,3,степанов
51986,разорвет,3,3,разрывать
51987,хазары,2,3,хазар
51988,изнасиловали,3,6,изнасиловать
51989,углекислый,3,4,углекислый
51990,ветеринар,4,4,ветеринар
51991,неурядицы,3,5,неурядица
51992,сомнительной,2,4,сомнительный
51993,поддерживаем,2,5,поддерживать
51994,пользуйтесь,1,3,пользоваться
51995,ультразвуковые,5,6,ультразвуковой
51996,бульдозеры,2,4,бульдозер
51997,пояснив,3,3,пояснять
51998,инновационный,5,6,инновационный
51999,куклу,1,2,кукла
52000,карп,1,1,карп
52001,флористика,2,4,флористика
52002,коммюнике,4,4,коммюнике
52003,создателей,2,4,создатель
52004,обширном,2,3,обширный
52005,пастор,1,2,пастор
52006,даются,2,3,даваться
52007,выводим,2,3,выводить
52008,диктует,2,3,диктовать
52009,причиняли,3,4,причинять
52010,педагог,3,3,педагог
52011,подольский,2,3,подольский
52012,больничную,2,4,больничный
52013,подошвой,2,3,подошва
52014,выявляет,3,4,выявлять
52015,баскетболу,3,4,баскетбол
52016,вставили,1,3,вставлять
52017,поспешите,3,4,поспешить
52018,оскорбление,3,5,оскорбление
52019,пересадку,3,4,пересадка
52020,отличий,2,3,отличие
52021,вскипела,2,3,вскипать
52022,вертолёта,3,4,вертолет
52023,чувствовали,1,4,чувствовать
52024,потап,2,2,потап
52025,немалые,2,4,немалый
52026,филиппова,2,4,филиппов
52027,президиума,2,5,президиум
52028,находил,3,3,находить
52029,изобретений,4,5,изобретение
52030,сомнительный,2,4,сомнительный
52031,бавария,2,4,бавария
52032,плача,1,2,плакать
52033,вложениями,2,5,вложение
52034,потоку,2,3,поток
52035,прекращаются,3,5,прекращаться
52036,алкотестеры,3,5,алкотестер
52037,пересекал,4,4,пересекать
52038,рэпер,1,2,рэпер
52039,подороже,3,4,дорого
52040,теннисный,1,3,теннисный
52041,картошки,2,3,картошка
52042,вацлав,1,2,вацлав
52043,пантелей,3,3,пантелей
52044,вскрыть,1,1,вскрывать
52045,отзываются,3,5,отзываться
52046,показание,3,5,показание
52047,навесные,2,4,навесной
52048,остановись,4,4,останавливаться
52049,изучена,2,4,изучать
52050,нехватку,2,3,нехватка
52051,завидовать,2,4,завидовать
52052,сибирским,2,3,сибирский
52053,одноименном,4,5,одноименный
52054,литературное,4,6,литературный
52055,евсеев,2,3,евсеев
52056,бойлеры,1,3,бойлер
52057,брелока,2,3,брелок
52058,торчит,2,2,торчать
52059,изменен,3,3,изменять
52060,хамское,1,3,хамский
52061,младенцем,2,3,младенец
52062,восстановлении,4,6,восстановление
52063,крылатское,2,4,крылатский
52064,гитарой,2,3,гитара
52065,изготовленных,3,5,изготавливать
52066,фотосъемка,3,4,фотосъемка
52067,плинтуса,1,3,плинтус
52068,огнестрельным,3,4,огнестрельный
52069,лесопарковая,3,6,лесопарковый
52070,патентный,2,3,патентный
52071,бомж,1,1,бомж
52072,репортёр,3,3,репортер
52073,стары,1,2,старый
52074,зайду,2,2,зайти
52075,четкое,1,3,четкий
52076,строги,1,2,строгий
52077,полоска,2,3,полоска
52078,ощущаете,3,5,ощущать
52079,должностные,3,4,должностной
52080,поник,2,2,поникать
52081,находившейся,3,5,находиться
52082,набитым,2,3,набитый
52083,промолчать,3,3,промолчать
52084,мух,1,1,муха
52085,заглушал,3,3,заглушать
52086,сетевых,3,3,сетевой
52087,була,1,2,була
52088,зеркалом,1,3,зеркало
52089,скользящие,2,4,скользить
52090,вечная,1,3,вечный
52091,указывали,2,5,указывать
52092,интерактивные,4,6,интерактивный
52093,подозрений,3,4,подозрение
52094,ванильный,2,3,ванильный
52095,предавались,3,4,предаваться
52096,вздымалась,2,3,вздыматься
52097,плаза,1,2,плаза
52098,острогожск,3,3,острогожск
52099,оживлённо,3,4,оживленно
52100,списывают,1,4,списывать
52101,наливая,3,4,наливать
52102,учётной,2,3,учетный
52103,мраке,1,2,мрак
52104,скрипку,1,2,скрипка
52105,толковании,3,5,толкование
52106,поддалась,3,3,поддаваться
52107,выпадения,3,5,выпадение
52108,подыскивая,2,5,подыскивать
52109,горчицы,2,3,горчица
52110,господину,3,4,господин
52111,квантовый,1,3,квантовый
52112,вахта,1,2,вахта
52113,приступая,3,4,приступать
52114,преобразуется,4,6,преобразовываться
52115,наметили,2,4,намечать
52116,уведомим,2,4,уведомлять
52117,стариной,3,3,старина
52118,высказывается,2,6,высказываться
52119,головоломок,4,5,головоломка
52120,бангкок,2,2,бангкок
52121,кармой,1,2,карма
52122,изучили,3,4,изучать
52123,героям,2,3,герой
52124,интернат,3,3,интернат
52125,состоявшихся,3,5,состояться
52126,пластической,2,4,пластический
52127,спасся,1,2,спасаться
52128,спятила,1,3,спятить
52129,внезапной,2,3,внезапный
52130,сломя,2,2,сломя
52131,амнистия,2,4,амнистия
52132,сосал,2,2,сосать
52133,россиянина,3,5,россиянин
52134,максимальных,3,4,максимальный
52135,обижает,3,4,обижать
52136,универсиада,5,6,универсиада
52137,роликовые,1,5,роликовый
52138,различное,2,4,различный
52139,металлическим,3,5,металлический
52140,провоцирует,3,5,провоцировать
52141,длительных,1,3,длительный
52142,прятали,1,3,прятать
52143,сорняками,3,4,сорняк
52144,поставщику,4,4,поставщик
52145,раздачи,2,3,раздача
52146,речей,2,2,речь
52147,вождю,2,2,вождь
52148,глотки,1,2,глотка
52149,пошлые,1,3,пошлый
52150,подошедшего,3,5,подходить
52151,ограниченным,3,5,ограниченный
52152,каталогу,3,4,каталог
52153,долге,1,2,долг
52154,нужнее,2,3,нужный
52155,стойкие,1,3,стойкий
52156,уступка,2,3,уступка
52157,исписанные,2,5,исписывать
52158,поведении,3,5,поведение
52159,учрежденные,3,5,учреждать
52160,подносе,2,3,поднос
52161,шпионаже,3,4,шпионаж
52162,королем,3,3,король
52163,оценим,2,3,оценивать
52164,шумели,2,3,шуметь
52165,приготовленная,3,6,приготавливать
52166,самосвалы,3,4,самосвал
52167,недоступные,3,5,недоступный
52168,непостижимой,4,5,непостижимый
52169,видело,1,3,видеть
52170,одинцовского,3,5,одинцовский
52171,министром,2,3,министр
52172,подготовительный,4,6,подготовительный
52173,стоила,1,3,стоить
52174,лауреата,4,5,лауреат
52175,кучер,1,2,кучер
52176,снабдили,2,3,снабжать
52177,бычкова,2,3,бычков
52178,металлическую,3,6,металлический
52179,поделятся,2,4,поделиться
52180,дубай,2,2,дубай
52181,публичная,2,4,публичный
52182,познакомьтесь,3,4,познакомиться
52183,мантра,1,2,мантра
52184,прогнать,2,2,прогнать
52185,выслушаем,1,4,выслушивать
52186,проверенные,2,5,проверять
52187,крокодилы,3,4,крокодил
52188,ремонтов,2,3,ремонт
52189,находившаяся,3,6,находиться
52190,суппорт,1,2,суппорт
52191,разрешала,3,4,разрешать
52192,толчка,2,2,толчок
52193,развалин,2,3,развалины
52194,повезут,3,3,повезти
52195,успокаивал,3,5,успокаивать
52196,тренерами,1,4,тренер
52197,бари,1,2,бари
52198,командованию,2,6,командование
52199,промолчала,3,4,промолчать
52200,упоминанием,4,6,упоминание
52201,вкусить,2,2,вкушать
52202,премиальных,3,4,премиальные
52203,повышенными,2,5,повышенный
52204,шрамы,1,2,шрам
52205,подобранные,2,5,подбирать
52206,промокла,2,3,промокнуть
52207,инструментальных,4,5,инструментальный
52208,уменьшая,3,4,уменьшать
52209,добежала,3,4,добегать
52210,вмещает,2,3,вмещать
52211,краем,1,2,край
52212,сырье,2,2,сырье
52213,лицеи,2,3,лицей
52214,полковником,2,4,полковник
52215,персидского,2,4,персидский
52216,сохнуть,1,2,сохнуть
52217,выкрикивал,2,4,выкрикивать
52218,пристав,1,2,пристав
52219,зоей,1,2,зоя
52220,залари,3,3,залари
52221,переключателя,4,6,переключатель
52222,вале,1,2,валя
52223,братский,1,2,братский
52224,сумочкой,1,3,сумочка
52225,скепсис,1,2,скепсис
52226,целителей,2,4,целитель
52227,перси,1,2,перси
52228,приедут,2,3,приезжать
52229,организовывал,4,6,организовывать
52230,замыслов,1,3,замысел
52231,безвозвратно,3,4,безвозвратно
52232,вырвался,1,3,вырываться
52233,мебельные,1,4,мебельный
52234,челябинском,2,4,челябинский
52235,рассматривает,2,5,рассматривать
52236,стойбище,1,3,стойбище
52237,нарисованный,3,5,нарисовать
52238,коктейль,2,2,коктейль
52239,пропадают,3,4,пропадать
52240,фарисеи,3,4,фарисей
52241,сава,1,2,сава
52242,поговорок,3,4,поговорка
52243,винтер,2,2,винтер
52244,развлекательной,3,5,развлекательный
52245,электрик,3,3,электрик
52246,опросник,2,3,опросник
52247,коробочка,2,4,коробочка
52248,опаздывает,2,5,опаздывать
52249,дотошный,2,3,дотошный
52250,подведены,4,4,подводить
52251,рисках,1,2,риск
52252,заповедей,1,4,заповедь
52253,швырнула,2,3,швырнуть
52254,исключении,3,5,исключение
52255,постороннего,3,5,посторонний
52256,лауреат,4,4,лауреат
52257,газовой,1,3,газовый
52258,платформу,2,3,платформа
52259,собеседникам,3,5,собеседник
52260,посторонних,3,4,посторонний
52261,фондю,2,2,фондю
52262,града,1,2,град
52263,воспользовались,2,5,воспользоваться
52264,чьих,1,1,чей
52265,сожаления,3,5,сожаление
52266,долбить,2,2,долбить
52267,гофрированной,3,5,гофрировать
52268,крен,1,1,крен
52269,колоду,2,3,колода
52270,кляксы,1,2,клякса
52271,троян,2,2,троян
52272,алчевск,2,2,алчевск
52273,кинофильмы,3,4,кинофильм
52274,заерзал,2,3,заерзать
52275,исправлена,2,4,исправлять
52276,дурацкая,2,4,дурацкий
52277,регулируемым,3,6,регулируемый
52278,грека,1,2,грек
52279,вяжут,1,2,вязать
52280,обычай,2,3,обычай
52281,млечного,1,3,млечный
52282,комендант,3,3,комендант
52283,вывалились,1,4,вывалиться
52284,брокер,1,2,брокер
52285,привыкая,3,4,привыкать
52286,пролета,2,3,пролет
52287,полотенец,3,4,полотенце
52288,свойственна,1,3,свойственный
52289,именную,3,4,именной
52290,приёмов,2,3,прием
52291,принадлежавший,4,5,принадлежать
52292,пластинки,2,3,пластинка
52293,земельными,2,4,земельный
52294,нины,1,2,нина
52295,шлюшки,1,2,шлюшка
52296,характерную,2,5,характерный
52297,употребляли,4,5,употреблять
52298,флис,1,1,флис
52299,недорогая,4,5,недорогой
52300,юбках,1,2,юбка
52301,отражатели,3,5,отражатель
52302,всеобъемлющего,3,6,всеобъемлющий
52303,посчитает,3,4,посчитать
52304,ракитное,2,4,ракитный
52305,кислородного,3,5,кислородный
52306,бросаясь,2,3,бросаться
52307,вскрывать,2,2,вскрывать
52308,ванечка,1,3,ванечка
52309,неустойки,3,4,неустойка
52310,случайных,2,3,случайный
52311,религиозному,4,6,религиозный
52312,сыпать,2,2,сыпать
52313,спутницу,1,3,спутница
52314,выигрышей,1,4,выигрыш
52315,ничтожества,2,4,ничтожество
52316,пылает,2,3,пылать
52317,командный,2,3,командный
52318,призером,2,3,призер
52319,неполадки,3,4,неполадка
52320,припомню,2,3,припоминать
52321,сосредоточится,4,6,сосредоточиваться
52322,ответами,2,4,ответ
52323,обоснованно,3,5,обоснованно
52324,родителя,2,4,родитель
52325,получиться,3,4,получаться
52326,побаивался,2,5,побаиваться
52327,мюзиклы,1,3,мюзикл
52328,прощайте,2,3,прощать
52329,горизонтальное,4,6,горизонтальный
52330,призёр,2,2,призер
52331,дойдя,2,2,доходить
52332,регистрационный,5,6,регистрационный
52333,совещания,3,5,совещание
52334,хвала,2,2,хвала
52335,аджика,2,3,аджика
52336,абсолютным,3,4,абсолютный
52337,маршрутных,2,3,маршрутный
52338,лизинговые,1,5,лизинговый
52339,модулями,1,4,модуль
52340,соседа,2,3,сосед
52341,негоже,2,3,негоже
52342,приемлемая,2,5,приемлемый
52343,обоях,2,3,обои
52344,открывшемся,2,4,открываться
52345,плазменная,1,4,плазменный
52346,эксклюзивная,3,5,эксклюзивный
52347,очерченные,2,5,очерчивать
52348,медики,1,3,медик
52349,грузить,2,2,грузить
52350,сформировалось,4,5,сформировываться
52351,наследницей,2,4,наследница
52352,кладбищу,1,3,кладбище
52353,недомогания,4,6,недомогание
52354,панкреатита,4,5,панкреатит
52355,отдуваясь,3,4,отдуваться
52356,болезнях,2,3,болезнь
52357,сигнализатор,4,5,сигнализатор
52358,сачки,2,2,сачок
52359,настаивали,2,5,настаивать
52360,следопыт,3,3,следопыт
52361,кусту,2,2,куст
52362,смута,1,2,смута
52363,воззрился,2,3,воззриться
52364,стервятники,2,4,стервятник
52365,высадке,1,3,высадка
52366,занимающихся,3,6,заниматься
52367,ощущением,3,5,ощущение
52368,предусматривать,3,5,предусматривать
52369,вечеринках,3,4,вечеринка
52370,криминальная,3,5,криминальный
52371,обычаям,2,4,обычай
52372,уточнила,3,4,уточнять
52373,орали,2,3,орать
52374,нагрудные,2,4,нагрудный
52375,правозащитника,4,6,правозащитник
52376,духами,2,3,духи
52377,оплачены,2,4,оплачивать
52378,турбокомпрессор,4,5,турбокомпрессор
52379,лизать,2,2,лизать
52380,вернётся,2,3,вернуться
52381,серьезном,2,3,серьезный
52382,спою,1,2,спеть
52383,сидорович,1,4,сидорович
52384,сжалось,1,2,сжиматься
52385,программных,2,3,программный
52386,обувная,3,4,обувной
52387,располагаю,4,5,располагать
52388,приобретении,4,6,приобретение
52389,внеземных,3,3,внеземной
52390,лапшин,2,2,лапшин
52391,сараи,2,3,сарай
52392,отчислений,3,4,отчисление
52393,пляска,1,2,пляска
52394,спартанцев,2,3,спартанец
52395,товарищеский,2,5,товарищеский
52396,ненасытный,3,4,ненасытный
52397,сокровищницы,2,5,сокровищница
52398,противоракетной,5,6,противоракетный
52399,сомнительного,2,5,сомнительный
52400,веско,1,2,веско
52401,акрилового,2,5,акриловый
52402,обидеться,2,4,обижаться
52403,недавняя,2,4,недавний
52404,нежелательные,3,6,нежелательный
52405,мощь,1,1,мощь
52406,затрудняет,3,4,затруднять
52407,медведицы,2,4,медведица
52408,помешают,3,4,помешать
52409,пошутил,3,3,пошутить
52410,украшал,3,3,украшать
52411,разрушений,3,4,разрушение
52412,стойло,1,2,стойло
52413,выглядывал,2,4,выглядывать
52414,китайскому,2,4,китайский
52415,плясала,2,3,плясать
52416,реквизитов,3,4,реквизит
52417,всенепременно,4,5,всенепременно
52418,гипнозом,2,3,гипноз
52419,отчёт,2,2,отчет
52420,осушитель,3,4,осушитель
52421,раскроется,2,4,раскрываться
52422,мартой,1,2,марта
52423,баффало,1,3,баффало
52424,сняться,1,2,сниматься
52425,свинок,1,2,свинка
52426,парада,2,3,парад
52427,незваный,2,3,незваный
52428,мечтаний,2,3,мечтание
52429,старшина,2,3,старшина
52430,унылый,2,3,унылый
52431,гаражи,3,3,гараж
52432,ручейками,3,4,ручеек
52433,дзюдо,2,2,дзюдо
52434,пользовались,1,4,пользоваться
52435,придурка,2,3,придурок
52436,пенсионерку,4,5,пенсионерка
52437,заводил,3,3,заводить
52438,британия,2,4,британия
52439,парад,2,2,парад
52440,патологии,3,5,патология
52441,лимузина,3,4,лимузин
52442,резонанс,3,3,резонанс
52443,персоны,2,3,персона
52444,обложить,3,3,обкладывать
52445,красногвардейского,4,6,красногвардейский
52446,славянами,3,4,славянин
52447,приключенческие,3,6,приключенческий
52448,рассекая,3,4,рассекать
52449,загрязняющих,3,5,загрязнять
52450,испортил,2,3,испортить
52451,дочкой,1,2,дочка
52452,нападки,2,3,нападки
52453,спальной,1,2,спальный
52454,глубочайшей,3,4,глубокий
52455,схватку,1,2,схватка
52456,башкиры,2,3,башкир
52457,мостовую,3,4,мостовая
52458,незаконное,3,5,незаконный
52459,белорусского,3,5,белорусский
52460,кирпичную,2,4,кирпичный
52461,набирал,3,3,набирать
52462,старшиной,2,3,старшина
52463,владельцы,2,3,владелец
52464,сухоцветы,3,4,сухоцвет
52465,назначаются,3,5,назначаться
52466,прозвучало,3,4,прозвучать
52467,подлинности,1,4,подлинность
52468,втулку,1,2,втулка
52469,фрейлина,1,3,фрейлина
52470,таковую,2,4,таковой
52471,подразумеваю,5,6,подразумевать
52472,ублюдка,2,3,ублюдок
52473,львовский,1,2,львовский
52474,родами,2,3,род
52475,кровных,1,2,кровный
52476,тесных,1,2,тесный
52477,муравейника,3,5,муравейник
52478,арсенале,3,4,арсенал
52479,сдавило,2,3,сдавливать
52480,случайный,2,3,случайный
52481,антибиотик,4,5,антибиотик
52482,обильного,2,4,обильный
52483,раннем,1,2,ранний
52484,растянул,3,3,растягивать
52485,тёплого,1,3,теплый
52486,тибетский,2,3,тибетский
52487,проплывали,3,4,проплывать
52488,пятнышко,1,3,пятнышко
52489,захватчиками,2,5,захватчик
52490,алкаш,2,2,алкаш
52491,центральным,2,3,центральный
52492,транзит,2,2,транзит
52493,оценит,2,3,оценивать
52494,галькой,1,2,галька
52495,прага,1,2,прага
52496,ссузов,1,2,ссуз
52497,кондуктор,2,3,кондуктор
52498,австрийской,2,3,австрийский
52499,альбома,2,3,альбом
52500,шагам,2,2,шаг
52501,орудия,2,4,орудие
52502,имплант,2,2,имплант
52503,сидевшего,2,4,сидеть
52504,пеллеты,2,3,пеллета
52505,сохраняем,3,4,сохранять
52506,фанатики,2,4,фанатик
52507,иномарок,3,4,иномарка
52508,подрабатывал,3,5,подрабатывать
52509,начислят,2,3,начислять
52510,финна,1,2,финн
52511,энтузиазмом,4,5,энтузиазм
52512,опомнились,2,4,опоминаться
52513,резьбовых,3,3,резьбовой
52514,бедах,1,2,беда
52515,направляются,3,5,направляться
52516,соком,1,2,сок
52517,безответственно,3,5,безответственно
52518,земного,2,3,земной
52519,разгорался,3,4,разгораться
52520,полётом,2,3,полет
52521,знающих,1,3,знающий
52522,братских,1,2,братский
52523,обвалился,3,4,обвалиться
52524,внуков,1,2,внук
52525,бакалавров,3,4,бакалавр
52526,ломится,1,3,ломиться
52527,льстило,1,2,льстить
52528,дебилы,2,3,дебил
52529,триллионы,3,4,триллион
52530,тренировочная,3,6,тренировочный
52531,уточняющие,3,6,уточнять
52532,переживания,4,6,переживание
52533,своеобразную,4,6,своеобразный
52534,лёд,1,1,лед
52535,немалым,2,3,немалый
52536,распознавания,4,6,распознавание
52537,невредим,3,3,невредимый
52538,квантовых,1,3,квантовый
52539,дышала,2,3,дышать
52540,незаметны,3,4,незаметный
52541,раскаты,2,3,раскат
52542,творческую,1,4,творческий
52543,аборт,2,2,аборт
52544,экологически,4,6,экологически
52545,наступило,3,4,наступать
52546,посланием,2,4,послание
52547,вампира,2,3,вампир
52548,распечатки,3,4,распечатка
52549,считанные,1,4,считать
52550,сбежит,2,2,сбегать
52551,окончен,2,3,оканчивать
52552,удаленный,3,4,удаленный
52553,листком,2,2,листок
52554,дмитрию,1,3,дмитрий
52555,толкового,2,4,толковый
52556,грезил,1,2,грезить
52557,удочкой,1,3,удочка
52558,разглашать,3,3,разглашать
52559,диану,2,3,диана
52560,скворечник,2,3,скворечник
52561,решениям,2,4,решение
52562,расписанию,3,5,расписание
52563,байкальская,2,4,байкальский
52564,аптеках,2,3,аптека
52565,лирику,1,3,лирика
52566,перебирал,4,4,перебирать
52567,эпицентре,3,4,эпицентр
52568,копилка,2,3,копилка
52569,сообщать,3,3,сообщать
52570,превратно,2,3,превратно
52571,саратова,2,4,саратов
52572,украинец,3,4,украинец
52573,мешаю,2,3,мешать
52574,заберут,3,3,забирать
52575,щелкнуть,1,2,щелкнуть
52576,стекал,2,2,стекать
52577,скакала,2,3,скакать
52578,омлет,2,2,омлет
52579,яка,1,2,як
52580,невест,2,2,невеста
52581,замом,1,2,зам
52582,степная,2,3,степной
52583,постулат,3,3,постулат
52584,флешмоб,2,2,флешмоб
52585,связалась,2,3,связываться
52586,увеличив,3,4,увеличивать
52587,рекламное,2,4,рекламный
52588,архипелага,4,5,архипелаг
52589,сортире,2,3,сортир
52590,чудесно,2,3,чудесно
52591,партизанам,3,4,партизан
52592,бляди,1,2,блядь
52593,изготавливаем,3,6,изготовлять
52594,дойдет,2,2,доходить
52595,концепцией,2,4,концепция
52596,имущественных,2,5,имущественный
52597,луковый,1,3,луковый
52598,коснулся,2,3,касаться
52599,сдамся,1,2,сдаваться
52600,полистал,3,3,полистать
52601,россиянки,3,4,россиянка
52602,подчиненный,3,4,подчиненный
52603,усмотрел,3,3,усматривать
52604,совершенствуется,3,6,совершенствоваться
52605,варикоза,3,4,варикоз
52606,фору,1,2,фора
52607,обоняние,3,5,обоняние
52608,перевернула,4,5,перевертывать
52609,румяные,2,4,румяный
52610,послушалась,2,4,послушаться
52611,добавляйте,3,4,добавлять
52612,работнику,2,4,работник
52613,проруби,1,3,прорубь
52614,ближайшего,2,4,близкий
52615,стандартное,2,4,стандартный
52616,переворотом,4,5,переворот
52617,лесото,2,3,лесото
52618,запасного,2,4,запасной
52619,зениту,2,3,зенит
52620,освобожденные,4,6,освобождать
52621,перевыпуска,3,5,перевыпуск
52622,отстала,2,3,отставать
52623,дружелюбный,3,4,дружелюбный
52624,добрую,1,3,добрый
52625,динамические,3,6,динамический
52626,дробь,1,1,дробь
52627,лишено,3,3,лишать
52628,целуешь,2,3,целовать
52629,зашевелился,4,5,зашевелиться
52630,разбитым,2,3,разбивать
52631,отрастить,3,3,отращивать
52632,светать,2,2,светать
52633,внося,2,2,вносить
52634,незнакомка,3,4,незнакомка
52635,леггинсы,1,3,леггинсы
52636,зажмурилась,2,4,зажмуриваться
52637,вентиля,1,3,вентиль
52638,вождения,2,4,вождение
52639,работавшие,2,5,работать
52640,лениным,1,3,ленин
52641,элементарным,4,5,элементарный
52642,прекращении,3,5,прекращение
52643,бурчит,2,2,бурчать
52644,перевале,3,4,перевал
52645,режиссеров,3,4,режиссер
52646,мыслитель,2,3,мыслитель
52647,кубарем,3,3,кубарем
52648,развелась,3,3,разводиться
52649,появляясь,3,4,появляться
52650,полковой,3,3,полковой
52651,передовым,4,4,передовой
52652,ницце,1,2,ницца
52653,споём,2,2,спеть
52654,представляло,3,4,представлять
52655,студией,1,3,студия
52656,антикризисного,3,6,антикризисный
52657,липова,1,3,липова
52658,тестовый,1,3,тестовый
52659,захватов,2,3,захват
52660,строгого,1,3,строгий
52661,очертаний,3,4,очертание
52662,электроугли,5,5,электроугли
52663,хлев,1,1,хлев
52664,дипломатический,4,6,дипломатический
52665,тое,1,2,той
52666,политическая,3,6,политический
52667,угождать,3,3,угождать
52668,мытье,2,2,мытье
52669,списание,2,4,списание
52670,икнул,2,2,икнуть
52671,умничка,1,3,умничек
52672,сдержанный,1,3,сдержанный
52673,земное,2,3,земной
52674,усатый,2,3,усатый
52675,господине,3,4,господин
52676,треть,1,1,треть
52677,замешана,2,4,замешать
52678,закаты,2,3,закат
52679,яхты,1,2,яхта
52680,плейлист,2,2,плейлист
52681,крану,1,2,кран
52682,древневосточная,4,6,древневосточный
